word,synonyms
protectoren,['protectors']
protectors,['protectoren']
pulverisators,['pulverisatoren']
radiocommentatoren,['radiocommentators']
radiocommentators,['radiocommentatoren']
rectoren,['rectors']
rectors,['rectoren']
reformatoren,['reformators']
reformators,['reformatoren']
regeringscrises,['regeringscrisissen']
regeringscrisissen,['regeringscrises']
regulatoren,['regulators']
regulators,['regulatoren']
revisoren,['revisors']
revisors,['revisoren']
rijkskanselieren,['rijkskanseliers']
rijkskanseliers,['rijkskanselieren']
risicoanalyses,['risicoanalysen']
savannen,['savannes']
schoolkameraads,['schoolkameraden']
schoolkameraden,['schoolkameraads']
spookgestalten,['spookgestaltes']
spookgestaltes,['spookgestalten']
sportredacteuren,['sportredacteurs']
sportredacteurs,['sportredacteuren']
staatsmonopoliën,['staatsmonopolies']
strafseconden,['strafsecondes']
strandpaviljoenen,['strandpaviljoens']
strandpaviljoens,['strandpaviljoenen']
stuwstraalmotoren,['stuwstraalmotors']
stuwstraalmotors,['stuwstraalmotoren']
taakanalyses,['taakanalysen']
petitie,['petitionnement']
trauma's,['traumata']
vaporisatoren,['vaporisators']
vaporisators,['vaporisatoren']
ventilators,['ventilatoren']
verzetslieden,['verzetsmannen']
verzetsmannen,['verzetslieden']
visitatoren,['visitators']
visitators,['visitatoren']
werkmannen,"['werklieden', 'werklui']"
pooierbak,['pooierwagen']
pooierwagen,['pooierbak']
wedervoeren,['terugbrengen']
imitatiekaas,"['analoogkaas', 'nepkaas']"
autorijder,['autorijdster']
aspartaam,['aspartamo']
collaborator,['collaborateur']
comparator,['comparateur']
knalzuur,['fulminezuur']
glosse,"['kanttekening', 'glos']"
glos,"['kanttekening', 'glosse']"
voorvaderlijk,['ancestraal']
ongeloof,['ongelovigheid']
literator,['litterator']
moduul,['module']
modulering,['modularisering']
parodie,['persiflage']
blom,['bloem']
multiplicator,['vermenigvuldiger']
vermenigvuldiger,['multiplicator']
onduleren,['unduleren']
arbeidsovereenkomst,['dienstverband']
geldverspilling,['geldverkwisting']
geldverkwisting,['geldverspilling']
patrilineair,['patrilineaal']
plagiator,['plagiaris']
plagiaat,"['letterdieverij', 'letterroof']"
plagiaris,['plagiator']
buikademhaling,['middenrifademhaling']
celademhaling,['dissimilatie']
adenosinedifosfaat,['ADP']
adenosinetrifosfaat,['ATP']
basaalmetabolisme,['grondstofwisseling']
colibacterie,['colibacil']
cyanobacterie,"['blauwalg', 'blauwwier']"
legionellose,['veteranenziekte']
veteranenziekte,"['legionellose', 'legionairsziekte']"
ethylalcohol,['ethanol']
bacteriekweek,['bacteriecultuur']
womanizer,"['casanova', 'ladykiller', 'playboy', 'vrouwenjager', 'vrouwenversierder']"
flexwerker,['flexkracht']
syndicaat,"['vakorganisatie', 'vakvereniging', 'werknemersvereniging']"
vakorganisatie,"['syndicaat', 'vakbond', 'vakvereniging', 'werknemersvereniging']"
werknemersvereniging,"['syndicaat', 'vakbond', 'vakorganisatie', 'vakvereniging']"
spoorwegstaking,['spoorstaking']
stakingsbreker,['stakingbreker']
middenrifademhaling,['buikademhaling']
rotatieperiode,['omwentelingstijd']
toto,['tohle']
drieluik,['triptiek']
tweeluik,['diptiek']
membraanpomp,['diafragmapomp']
litterator,['literator']
alternatie,['alternantie']
reserveband,['reservewiel']
reservewiel,['reserveband']
kijkbuisoperatie,['kijkoperatie']
kijkoperatie,['kijkbuisoperatie']
meerpleger,['veelpleger']
veelpleger,"['meerpleger', 'draaideurcrimineel']"
bloedvatenstelsel,['bloedsomloop']
differentieel,['differentiaal']
differentiaalbeveiliging,"['aardlekschakelaar', 'differentiaalschakelaar']"
differentiaalschakelaar,"['aardlekschakelaar', 'differentiaalbeveiliging']"
geleidbaarheid,"['conductantie', 'geleidingsvermogen', 'geleiding']"
conductantie,"['geleidingsvermogen', 'geleidbaarheid']"
abundantie,['abondantie']
tolerant,['lankmoedig']
savooi,"['savooiekool', 'savooikool']"
savooikool,"['savooi', 'savooiekool']"
geomagnetisme,['aardmagnetisme']
stamhoofd,"['opperhoofd', 'chief']"
citrien,['citroenkwarts']
lapis lazuli,['lazuursteen']
reporter,"['verslaggever', 'journalist', 'correspondent']"
intentie,"['bedoeling', 'voornemen']"
zitkamer,"['huiskamer', 'leefkamer', 'living', 'woonkamer', 'woonvertrek', 'salon']"
salon,"['zitkamer', 'huiskamer', 'leefkamer', 'living', 'woonkamer', 'woonvertrek']"
woonvertrek,"['huiskamer', 'leefkamer', 'living', 'woonkamer']"
huiskamer,"['leefkamer', 'living', 'woonkamer', 'woonvertrek']"
leefkamer,"['huiskamer', 'living', 'woonkamer', 'woonvertrek']"
printen,['afdrukken']
elektriciteitsleiding,['elektriciteitsdraad']
elektriciteitsrekening,"['stroomrekening', 'elektriciteitsfactuur']"
elektriciteitsdraad,['elektriciteitsleiding']
leervak,['schoolvak']
AM,['amplitudemodulatie']
FM,['frequentiemodulatie']
autotransformator,['spaartransformator']
regalia,['regalen']
regaliën,['regalen']
inhuldiging,['inauguratie']
chipkaart,['smartcard']
dimmen,['temperen']
kilt,"['doedelzak', 'tartan', 'clan']"
maffiaclan,['maffiafamilie']
aspirante,['candidato']
frette,['barrette']
elektrische geleidbaarheid,['conductantie']
obstetrie,['verloskunde']
koningschieten,"['vogelschieten', 'papegaaischieten']"
papegaaischieten,"['vogelschieten', 'koningschieten']"
vogelschieten,"['koningschieten', 'papegaaischieten']"
oorlogsgebied,['conflictgebied']
vermindering,"['afneming', 'afzwakking', 'daling', 'inkrimping', 'mindering', 'reductie', 'verkorting', 'verlaging', 'versmalling', 'matiging', 'verzwakking']"
wandcontactdoos,"['contactdoos', 'stopcontact']"
stopcontact,"['contactdoos', 'wandcontactdoos']"
afrukken,['masturberen']
diepzinnig,"['diepgaand', 'ernstig']"
QL-lamp,['inductielamp']
kwikdamplamp,['kwiklamp']
spuuglelijk,['foeilelijk']
radiolamp,['radiobuis']
stormlamp,['stormlantaarn']
destilleertoestel,['distilleertoestel']
Palmyra,"['Palmira', 'Tadmur']"
slivovitsj,"['slivovitz', 'slivovitj']"
magnaat,['tycoon']
betonen,"['accentueren', 'benadrukken', 'beklemtonen', 'onderstrepen']"
gladiatoren,['gladiators']
gladiators,['gladiatoren']
alarmfasen,['alarmfases']
alarmfases,['alarmfasen']
bacterieculturen,['bacteriecultures']
bacteriecultures,['bacterieculturen']
chipknippen,['chipknips']
chipknips,['chipknippen']
economieleraren,['economieleraars']
elevatoren,['elevators']
elevators,['elevatoren']
euvelen,['euvels']
euvels,['euvelen']
experimentatoren,['experimentators']
extirpators,['extirpatoren']
fittingen,['fittings']
fittings,['fittingen']
geschiedenisleraars,['geschiedenisleraren']
geschiedenisleraren,['geschiedenisleraars']
glooiend,"['aflopend', 'heuvelachtig', 'hellend']"
hydroxiden,['hydroxides']
hydroxides,['hydroxiden']
imperatoren,['imperators']
imperators,['imperatoren']
imperia,['imperiums']
imperiums,['imperia']
improvisatoren,['improvisators']
improvisators,['improvisatoren']
inhalatoren,['inhalators']
inhalators,['inhalatoren']
integratoren,['integrators']
integrators,['integratoren']
irrigatoren,['irrigators']
irrigators,['irrigatoren']
kolonisatoren,['kolonisators']
kolonisators,['kolonisatoren']
lampfittingen,['lampfittings']
manipulatoren,['manipulators']
manipulators,['manipulatoren']
modulators,['modulatoren']
modulen,['modules']
multiplicatoren,['multiplicators']
multiplicators,['multiplicatoren']
natuurkundeleraars,['natuurkundeleraren']
natuurkundeleraren,['natuurkundeleraars']
plaatradiatoren,['plaatradiators']
plaatradiators,['plaatradiatoren']
predatoren,['predators']
predators,['predatoren']
resonatoren,['resonators']
resonators,['resonatoren']
respiratoren,['respirators']
respirators,['respiratoren']
rotators,['rotatoren']
rubricatoren,['rubricators']
rubricators,['rubricatoren']
separatoren,['separators']
separators,['separatoren']
sportleraars,['sportleraren']
sportleraren,['sportleraars']
sterilisatoren,['sterilisators']
sterilisators,['sterilisatoren']
stimulatoren,['stimulators']
stimulators,['stimulatoren']
tabulators,['tabulatoren']
triomfatoren,['triomfators']
triomfators,['triomfatoren']
usurpators,['usurpatoren']
vibratoren,['vibrators']
vibrators,['vibratoren']
wiskundeleraars,['wiskundeleraren']
wiskundeleraren,['wiskundeleraars']
afbramen,['ontbramen']
maagkatheter,['maagsonde']
fabricagehal,['productiehal']
fabricage,['fabricatie']
respectievelijk,['onderscheidenlijk']
kerkgemeente,"['kerkbuurt', 'kerspel']"
kerspel,['kerkbuurt']
kennissysteem,['expertsysteem']
kristalsysteem,['kristalstelsel']
kristalstelsel,['kristalsysteem']
baobab,['apenbrood']
bevloeiingssysteem,"['irrigatiestelsel', 'irrigatiesysteem']"
irrigatiesysteem,"['irrigatiestelsel', 'bevloeiingssysteem']"
invoerbelasting,"['invoerrecht', 'invoerheffing']"
invoerheffing,"['invoerrecht', 'invoerbelasting']"
invoerrecht,"['invoerheffing', 'invoerbelasting']"
precedent,['voorval']
pentagram,['pentakel']
muziekdoos,['speeldoos']
speeldoos,['muziekdoos']
luchtbel,['bubbel']
surfplank,['zeilplank']
wreker,['wraaknemer']
wraaknemer,['wreker']
inwijding,['initiatie']
klerk,['kantoorbediende']
melkpoeder,['poedermelk']
bliksemen,['weerlichten']
duet,['twasang']
ladingdichtheid,['ladingsdichtheid']
ladingsdichtheid,['ladingdichtheid']
kleuterleidster,"['kleuterjuffrouw', 'juf']"
remleiding,['remslang']
hydrodynamica,"['vloeistofdynamica', 'stromingsleer']"
spatiaal,['spatieel']
luchtstroom,['tocht']
wervelstroom,['Foucaultstroom']
vluchtleiding,['luchtverkeersleiding']
terp,['wierde']
wierde,['terp']
vervoerbaar,"['transportabel', 'verplaatsbaar', 'roerend']"
karakteriseren,"['tekenen', 'typeren']"
goedwillig,"['dienstvaardig', 'bereidvaardig']"
onvrijwillig,['gedwongen']
onwillig,"['recalcitrant', 'weerspannig', 'tegendraads', 'tegenstrevend', 'dwars']"
vervoering,['extase']
vervoerscapaciteit,['verkeerscapaciteit']
vervoersmaatschappij,"['vervoermaatschappij', 'vervoerder']"
vervoersorganisatie,['verkeersorganisatie']
binnenvaartschip,['binnenvaartuig']
doorvoer,"['transit', 'transito']"
functionering,['werking']
glastemperatuur,['glaspunt']
temperatuurzin,['thermoceptie']
temperatuursom,['agrarisch']
gewillig,"['goedwillig', 'goedgezind', 'welgezind', 'welwillend', 'volgzaam', 'gedwee']"
Goede Week,['lijdensweek']
kwakzalverij,['alterneuterij']
inwikkelen,"['hullen', 'omhullen', 'toestoppen']"
muzieknoot,['noot']
pinautomaat,['betaalautomaat']
betaalkaart,['betaalpas']
bancontactkaart,['bankkaart']
bankkaart,"['bancontactkaart', 'pinpas', 'betaalpas']"
debetcard,['debetkaart']
schattebout,"['geliefde', 'duifje', 'beminde']"
verwrijven,['tritureren']
kurkuma,"['geelwortel', 'koenir', 'koenjit', 'tarmeriek']"
ad rem,['gevat']
onmens,['barbaar']
geowetenschappen,['aardwetenschappen']
treinkaartje,['treinbiljet']
galant,"['hoffelijk', 'voorkomend']"
boterolie,"['braadboter', 'Ghee']"
castorolie,"['wonderolie', 'ricinusolie']"
orgiën,['orgies']
orgieën,['orgies']
klapperboom,"['copra', 'kalapa', 'klapper', 'kokos', 'kopra', 'olifantsoor', 'olifantsplant', 'taro']"
klapperkruid,"['dragon', 'drakenbloed', 'slangenkruid']"
andropauze,['penopauze']
anticlinaal,"['anticline', 'anticlinale']"
hoofdnaamruimte,"['standaardnaamruimte', 'artikelnaamruimte']"
artikelnaamruimte,"['standaardnaamruimte', 'hoofdnaamruimte']"
standaardnaamruimte,"['hoofdnaamruimte', 'artikelnaamruimte']"
hoelahoep,['hoepel']
hoepelen,['hoelahoepen']
joggingsbroek,['joggingbroek']
boxershort,['boxer']
entertainment,['amusement']
diaboliseren,['demoniseren']
bejaardheid,['ouderdom']
dialectiek,['redeneerkunde']
moslimgroep,['moslimgemeenschap']
linkerzij,['linkerzijde']
diaspora,['verstrooiing']
diastase,['amylase']
economist,['econoom']
ecotaks,['milieuheffing']
opgave,['opgaaf']
ravage,['vernieling']
exceptioneel,['buitengewoon']
ideëel,"['imaginair', 'verdicht']"
steenrijk,['schatrijk']
eenvoud,"['eenvoudigheid', 'soberheid', 'simpliciteit']"
notarieel,['notariaal']
pecunieel,['pecuniair']
politieel,['politioneel']
politioneel,['politieel']
punctueel,"['accuraat', 'nauwgezet', 'prompt', 'zorgvuldig']"
residueel,"['residuaal', 'residuair']"
kerkgemeenten,['kerkgemeentes']
kerkgemeentes,['kerkgemeenten']
kerspelen,['kerspels']
kerspels,['kerspelen']
plafons,['plafonds']
stuf,['vlakgom']
toupets,['toupetten']
multimeter,['universeelmeter']
pantograaf,['tekenaap']
pcb,['polychloorbifenyl']
solenoïde,['cilinderspoel']
stroomuitval,"['stroomonderbreking', 'stroomstoring']"
anticlinale,['anticlinaal']
Caraïbische,['Caribische']
universeelmeter,['multimeter']
vacuümbuis,"['elektronenbuis', 'radiobuis']"
vhf,['ultrakortegolf']
vlamboog,['lichtboog']
epicurisch,['epicuristisch']
beschikbaarheid,['inzetbaarheid']
detectiveserie,['detectivereeks']
epistemologisch,['kennistheoretisch']
heteroclytisch,['heterocliet']
heterocliet,['heteroclytisch']
desoldeerlitze,['desoldeerlitzedraad']
desoldeerlitzedraad,['desoldeerlitze']
soldeertinzuiger,['tinzuiger']
tinzuiger,['soldeertinzuiger']
cryptogrammenmaker,['cryptogrammaker']
cryptogrammaker,['cryptogrammenmaker']
spiraal,['helix']
exorbitant,"['buitensporig', 'overdreven']"
progressie,['vordering']
proprioceptie,['positiezin']
harskernsoldeertin,['harskernsoldeer']
responsie,['beantwoording']
dialoogregisseur,['stemregisseur']
stemregisseur,['dialoogregisseur']
soliditeit,"['stevigheid', 'degelijkheid', 'betrouwbaarheid']"
polshoogspringen,"['polsstokhoogspringen', 'polsstokspringen']"
polsstokspringen,"['polshoogspringen', 'polsstokhoogspringen']"
parttime,['deeltijd']
schakelklok,"['tijdklok', 'tijdschakelaar']"
tijdklok,"['tijdschakelaar', 'schakelklok']"
papierwaren,['papeterie']
alsjeblief,['alsjeblieft']
blindelings,['geblinddoekt']
dj,"['deejay', 'diskjockey']"
karteldarm,['colon']
enigst,['enig']
legitimatie,['identificatie']
wonderbaarlijk,['miraculeus']
antracose,['anthracosis']
psychodyslepticum,"['psychedelicum', 'psycholyticum', 'hallucinogeen']"
psychofarmacon,['psychofarmacum']
psychogeriatrie,['gerontopsychiatrie']
kolere,['klere']
medeleven,['meeleven']
psychokinese,['telekinese']
psycholinguïstiek,['taalpsychologie']
psycholyticum,['psychodyslepticum']
psychoneurose,['neurose']
trigonometrie,"['driehoeksmeting', 'goniometrie']"
stoichiometrie,['stoechiometrie']
stereometrie,['ruimtemeetkunde']
's-Gravenhagenaren,['Hagenaren']
Aaks,['Akens']
Aakse,['Akense']
Akens,['Aaks']
Akense,['Aakse']
Alkmaarder,['Alkmaars']
Alkmaarse,['Alkmaarder']
Amelander,['Amelands']
Amelands,['Amelander']
Amelandse,['Amelander']
Andorraan,['Andorrees']
Andorraans,['Andorrees']
Andorraanse,['Andorrese']
Andorranen,['Andorrezen']
Arnhemmer,['Arnhems']
Arnhems,['Arnhemmer']
Arnhemse,['Arnhemmer']
Beierin,['Beierse']
Beierse,['Beierin']
Beiroeter,['Beiroeti']
Beiroeti,['Beiroeter']
Beiroeti's,['Beiroeters']
Bemmeler,['Bemmels']
Bemmels,['Bemmeler']
Bemmelse,['Bemmeler']
Berlijner,['Berlijns']
Berlijnerin,['Berlijnse']
Berlijns,['Berlijner']
Berlijnse,['Berlijnerin']
Berner,['Berns']
Bernerin,['Bernse']
Berns,['Berner']
Bernse,['Bernerin']
Boedapester,['Boedapests']
Boedapests,['Boedapester']
Boedapestse,['Boedapester']
Boekarester,['Boekarests']
Boekarests,['Boekarester']
Boekarestse,['Boekarester']
Boheems,['Bohemer']
Boheemse,['Bohemerin']
Bohemer,['Boheems']
Bohemerin,['Boheemse']
Cantabriër,['Cantaber']
Cantabriërs,['Cantabers']
Caraïeb,['Carieb']
Delftenaar,['Delvenaar']
Delftenaren,['Delvenaren']
Delvenaar,['Delftenaar']
Delvenaren,['Delftenaren']
Elzasser,['Elzassisch']
Elzassische,['Elzasser']
Enkhuizens,['Enkhuizer']
Enkhuizense,['Enkhuizer']
Enkhuizer,['Enkhuizenaar']
Europeaans,['Europees']
Europeaanse,['Europese']
Europeeër,['Europeaan']
Europeeërs,['Europeanen']
Franekers,['Franeker']
Franekerse,['Franeker']
Friese,['Friezin']
Friezin,['Friese']
Gelderlander,['Geldersman']
Gelderlands,['Gelders']
Gelderlandse,['Gelderse']
Gelders,['Gelderlands']
Gelderse,['Gelderlandse']
Geldersman,['Gelderlander']
Hamburger,['Hamburgs']
Hamburgs,['Hamburger']
Hamburgse,['Hamburger']
Harender,"['Harener', 'Harens']"
Harener,"['Harender', 'Harens']"
Harens,"['Harender', 'Harener']"
Harense,"['Harender', 'Harener']"
Helsinkiër,['Helsinkienaar']
Helsinkiërs,['Helsinkienaren']
Hulster,"['Hulsters', 'Hulsts']"
Hulsters,"['Hulster', 'Hulsts']"
Hulsterse,['Hulstse']
Hulsts,"['Hulster', 'Hulsters']"
Hulstse,['Hulsterse']
Iranees,['Iraans']
Iranese,['Iraanse']
Japannese,['Japanse']
Japannezen,['Japanners']
Kaapstatter,['Kapenaar']
Kaapstatters,['Kapenaren']
Kaboeler,['Kabuler']
Kaboelers,['Kabulers']
Kaboels,['Kabuls']
Kaboelse,['Kabulse']
Kabuler,['Kaboeler']
Kabulers,['Kaboelers']
Kabuls,['Kaboels']
Kabulse,['Kaboelse']
Kapenaar,['Kaapstatter']
Kapenaren,['Kaapstatters']
Katwijker,['Katwijks']
Katwijks,['Katwijker']
Katwijkse,['Katwijker']
Kretenzische,['Kretenzer']
Limaas,['Limeens']
Limase,['Limeense']
Limaër,['Limeen']
Limaërs,['Limenen']
Limeens,['Limaas']
Limeense,['Limase']
Luiker,['Luiks']
Luiks,['Luiker']
Luikse,['Luiker']
Maastrichter,['Maastrichts']
Madrids,['Madrileens']
Madridse,['Madrileense']
Madrileens,['Madrids']
Madrileense,['Madridse']
Maltezen,['Maltezers']
Maltezer,['Maltees']
Maltezers,['Maltezen']
Mongoolse,['Mongolische']
Moskouer,['Moskoviet']
Moskouers,['Moskovieten']
Moskous,['Moskovitisch']
Moskouse,['Moskovitische']
Moskoviet,['Moskouer']
Moskovieten,['Moskouers']
Moskovitisch,['Moskous']
Moskovitische,['Moskouse']
Ottawaans,['Ottawaas']
Ottawaanse,['Ottawase']
Ottawaas,['Ottawaans']
Ottawase,['Ottawaanse']
Ottawaër,['Ottawaan']
Ottawaërs,['Ottawanen']
Parijse,['Parisienne']
Parisienne,['Parijse']
Praags,['Prager']
Praagse,['Pragerin']
Prager,['Praags']
Pragerin,['Praagse']
Quiteens,['Quitoos']
Quiteense,['Quitose']
Quitoos,['Quiteens']
Quitose,['Quiteense']
Quitoërs,['Quitenen']
Rotterdammer,['Rotterdams']
Saks,['Sakser']
Sakser,['Saks']
Saksers,['Saksen']
Sardinisch,['Sardisch']
Sardinische,['Sardische']
Sardiniër,['Sard']
Sardiniërs,['Sarden']
Sardische,['Sardinische']
Tems,['Temses']
Temses,['Tems']
Temsese,['Temse']
Terschellinger,['Terschellings']
Terschellings,['Terschellinger']
Terschellingse,['Terschellinger']
Tesselaar,['Texelaar']
Tesselaren,['Texelaren']
Tessels,['Texels']
Tesselse,['Texelse']
Texelaar,['Tesselaar']
Texelaren,['Tesselaren']
Texels,['Tessels']
Texelse,['Tesselse']
Tilburgs,['Tilburger']
Tilburgse,['Tilburger']
Togoos,['Togolees']
Togose,['Togolese']
Togoër,['Togolees']
Togoërs,['Togolezen']
Utrechter,['Utrechtenaar']
Utrechters,['Utrechtenaren']
Utrechts,['Utrechter']
Utrechtse,['Utrechter']
Venloënaar,['Venlonaar']
Venloënaren,['Venlonaren']
Venloër,['Venlonaar']
Venloërs,['Venlonaren']
Vlaminge,['Vlaamse']
Walin,['Waalse']
Zeister,['Zeists']
Zeists,['Zeister']
Zeistse,['Zeister']
Zwoller,['Zwols']
Zwols,['Zwoller']
Zwolse,['Zwoller']
gentransfer,['genoverdracht']
inenting,['vaccinatie']
zakenrecht,['verbintenissenrecht']
fietsnetwerk,['fietsknooppuntennetwerk']
linkerkamer,['linkerventrikel']
gasthuis,['hospitaal']
lazaret,['veldhospitaal']
alluvium,['holoceen']
rechtuit,['rechtdoor']
waardijk,['inlaagdijk']
apostroffen,['apostrofs']
bruinkoolgroeven,['bruinkoolgroeves']
bruinkoolgroeves,['bruinkoolgroeven']
gemeentemuseums,['gemeentemusea']
psychoneurosen,['psychoneuroses']
psychoneuroses,['psychoneurosen']
purgatieven,['purgativa']
solisten,['solistes']
solistes,['solisten']
steengroeven,['steengroeves']
trioden,['triodes']
meerarbeid,['meerwerk']
bietenrood,['betanine']
bordeauxrood,['bordeaux']
roodachtig,['rossig']
roodkoper,['koper']
roodlof,"['bladcichorei', 'groenlof', 'radicchio', 'suikerbrood', 'witlof', 'witloof']"
pretpark,"['attractiepark', 'themapark', 'amusementspark']"
attractiepark,"['pretpark', 'themapark', 'amusementspark']"
freesbank,['freesmachine']
freesmachine,['freesbank']
Drievuldigheidszondag,['Drievuldigheidsdag']
koopzondag,['winkelzondag']
weeszondag,['wezenzondag']
wezenzondag,['weeszondag']
helderziende,['ziener']
luxeverzuim,['luxespijbelen']
projectieplaatje,['dia']
mank,['kreupel']
uitbrander,"['schrobbering', 'standje', 'terechtwijzing', 'verwijt']"
transportmiddel,['vervoermiddel']
seizoenarbeider,['seizoenwerker']
stillen,"['bedaren', 'kalmeren', 'stagneren', 'stelpen', 'stoppen']"
verdichten,['concentreren']
verschimmelen,"['beschimmelen', 'schimmelen']"
dyas,['perm']
Schorselwoensdag,['Schortelwoensdag']
Driekoningen,['epifanie']
aanbeeldsblok,['aambeeldsblok']
geiblok,['geitouwblok']
geitouwblok,['geiblok']
geleiblok,['leiblok']
gijnblok,['jijnblok']
gijn,['jijn']
jijnblok,['gijnblok']
jijn,['gijn']
foppen,"['bedriegen', 'verschalken']"
Buitenzorg,['Bogor']
hakblok,"['hakbank', 'kapblok']"
holleblok,"['holsblok', 'holblok']"
moderatoractie,['moderatorhandeling']
paginabeveiliging,['beveiliging']
bewerkingsoorlog,['bwo']
zelfbeschouwing,['zelfbespiegeling']
kapblok,['hakbank']
wordingsgeschiedenis,['ontstaansgeschiedenis']
kanonnenvlees,['kanonnenvoer']
kanonnenvoer,['kanonnenvlees']
gijnen,['gijns']
gijns,['gijnen']
gordingen,['gordings']
gordings,['gordingen']
laadruimten,['laadruimtes']
laadruimtes,['laadruimten']
voorgebergten,['voorgebergtes']
voorgebergtes,['voorgebergten']
uniciteit,"['enigheid', 'uniekheid']"
universaliteit,['universeelheid']
vraagstuk,['vraagpunt']
te allen tijde,['altijd']
ten langen leste,['uiteindelijk']
schurkpaal,['scheukpaal']
vrijgezellenfeest,['vrijgezellenavond']
vrijgezellenavond,['vrijgezellenfeest']
slingerarm,['slingerblijde']
vangarm,['tentakel']
armborst,"['kruisboog', 'arbalest', 'voetboog']"
kruisboog,"['ogief', 'spitsboog']"
bestiaal,"['beestachtig', 'gemeen']"
beijveraar,"['bevorderaar', 'beoefenaar']"
boemelaar,"['brasser', 'losbol', 'zwierbol', 'kroegloper']"
boemelen,['uitspatten']
assonantie,"['halfrijm', 'klinkerrijm']"
acconsonantie,['medeklinkerrijm']
extravagantie,['buitenissigheid']
kwitantie,"['ontvangbewijs', 'ontvangstbewijs']"
protuberantie,['protuberans']
usantie,['usance']
menage,['soldatenkost']
persiflage,['parodie']
acclimatisatie,['acclimatisering']
actualisatie,['actualisering']
alliteratie,"['allitteratie', 'beginrijm', 'stafrijm']"
cassatie,['nietigverklaring']
dominatie,"['overheersing', 'dwingelandij', 'heerschappij', 'macht', 'gezag']"
egalisatie,"['gelijkmaking', 'vereffening']"
generalisatie,['veralgemening']
gratificatie,"['bijslag', 'supplement', 'bonus']"
magnolia,"['beverboom', 'tulpenboom']"
idealisatie,['idealisering']
isolatie,['isolering']
liberalisatie,['liberalisering']
nitratie,['nitrering']
rationalisatie,['rationalisering']
wedijveren,"['concurreren', 'meedingen']"
symbolisatie,['symbolisering']
sommatie,"['bevel', 'bevelschrift', 'gebod', 'instructie', 'order', 'verordening']"
verspelling,['verspelsel']
consecreren,['consacreren']
reglementatie,['reglementering']
prikkelen,['prikkels']
prikkels,['prikkelen']
beoefenaars,['beoefenaren']
beoefenaren,['beoefenaars']
celebratiën,['celebraties']
celibatairen,['celibatairs']
celibatairs,['celibatairen']
concordantiën,['concordanties']
etymologica,['etymologicons']
etymologicons,['etymologica']
fundatiën,['fundaties']
gemeentemusea,['gemeentemuseums']
gratificatiën,['gratificaties']
observantiën,['observanties']
onvoldoenden,['onvoldoendes']
onvoldoendes,['onvoldoenden']
ordonnantiën,['ordonnanties']
waal,"['kolk', 'waai', 'wiel']"
basiciteit,"['alkaliniteit', 'alkaliteit']"
diversiteit,"['afwisseling', 'verscheidenheid']"
finaliteit,"['doel', 'doelwit', 'honk']"
wrongel,"['plattekaas', 'kwark']"
minoriteit,['minderheid']
perversiteit,['perversie']
religieusiteit,['religiositeit']
spontaneïteit,['spontaniteit']
voluntair,['volontair']
uvulair,['uvulaar']
altemet,['temet']
temet,['altemet']
syllabair,['syllabisch']
secondair,['secundair']
residuair,"['residuaal', 'residueel']"
reactionair,['contrarevolutionair']
radiair,['radiaal']
politiair,['politioneel']
pecuniair,['pecunieel']
krimptang,"['kabelschoentang', 'wurgtang']"
wurgtang,"['kabelschoentang', 'krimptang']"
kabelschoentang,"['krimptang', 'wurgtang']"
popnageltang,['blindklinknageltang']
blindklinknageltang,"['blindklinktang', 'popnageltang']"
blindklinktang,"['blindklinknageltang', 'popnageltang']"
blindklinknagel,['popnagel']
agrafe,"['gesp', 'haak', 'spang']"
impopulair,['onpopulair']
hallucinair,['hallucinatorisch']
filmer,['cineast']
schoenveter,"['nestel', 'rijgkoord', 'rijgsnoer', 'veter']"
holniet,['rivet']
vetergat,['veteroog']
nestelhaak,['veterhaak']
veterhaak,['nestelhaak']
veteroog,['nesteloog']
veterstift,"['rijgmalie', 'rijgnestel']"
dependentiën,['dependenties']
temptatiën,['temptaties']
vacatiën,['vacaties']
wasem,"['stoom', 'walm']"
gaskous,['gloeikous']
gloeikous,['gaskous']
petroleumvergasser,"['benzinevergasser', 'Colemanlamp']"
benzinevergasser,"['Colemanlamp', 'petroleumvergasser']"
zweminrichting,['zwembad']
clinometer,"['inclinometer', 'hellingmeter']"
computermuis,['muis']
spelalfabet,"['spellingsalfabet', 'telefoonalfabet']"
jurrietuig,['jenevertuig']
dolappel,['doornappel']
locomobiel,['tractiemachine']
kousophouder,['jarretelle']
dragee,['pastille']
torenflat,['woontoren']
achtkant,['achthoekig']
kettingzaag,"['motorzaag', 'motorkettingzaag']"
tiendelig,"['decimaal', 'tientallig']"
tientallig,"['decimaal', 'tiendelig']"
tieneridool,['tienerster']
zestientallig,['hexadecimaal']
twaalftallig,"['twaalfdelig', 'duodecimaal']"
achttallig,"['achtdelig', 'octaal']"
zestigtallig,"['zestigdelig', 'sexagesimaal']"
buienradar,['weerradar']
eerlang,"['eerdaags', 'eerstdaags', 'strakjes', 'straks']"
eervol,['loffelijk']
aleer,"['alvorens', 'vooraleer']"
vooraleer,"['aleer', 'alvorens']"
bosgod,"['sater', 'woudgod', 'faun']"
sterrenhoop,['sterrencluster']
bontjas,"['bontmantel', 'pelsjas']"
ochtendjas,"['duster', 'peignoir']"
paljas,"['clown', 'pias']"
regenmantel,['regenjas']
vlagzalm,['ombervis']
gereedzetten,['klaarzetten']
