word,synonyms
nestel,['malie']
staakt-het-vuren,"['bestand', 'wapenstilstand']"
achterhaald,"['ouderwets', 'verouderd', 'obsoleet']"
cannelure,"['gleuf', 'groef', 'groefwerk']"
design,['ontwerp']
dessin,['sierpatroon']
klemtoonhomogram,['klemtoonhomograaf']
statement,['verklaring']
ornament,"['verfraaiing', 'versiering', 'versiersel']"
blague,"['grap', 'mop']"
joke,['grap']
procent,['percent']
resteren,"['resten', 'overblijven']"
mathematica,"['mathematiek', 'mathesis']"
nol,['kosong']
uitmiddelpuntig,"['excentriek', 'vreemd', 'raar', 'buitenissig', 'bijzonder', 'abnormaal', 'onevenwichtig', 'atypisch', 'excentrisch']"
honderdtien,['eenhonderdtien']
informatica,"['informatietechniek', 'computerwetenschap']"
uiteenvallen,['desintegreren']
kapotje,['condoom']
giraf,['giraffe']
driver,['stuurprogramma']
foulard,['sprei']
filmkunst,['cinematografie']
hobbelig,['hobbelachtig']
narcose,['anesthesie']
middelpuntvliedend,['centrifugaal']
cyclisme,['wielersport']
onkruidverdelgingsmiddel,"['herbicide', 'onkruidverdelger']"
herbicide,"['onkruidverdelgingsmiddel', 'onkruidverdelger']"
abortuskliniek,['abortusinstituut']
abracadabra,['abacadabra']
desondanks,['toch']
weerkaatsen,"['reflecteren', 'spiegelen']"
rakker,"['belhamel', 'snotaap', 'snotneus']"
zog,['moedermelk']
kwijtraken,['kwijtspelen']
opzwellen,"['uitdijen', 'zwellen']"
driemanschap,['triumviraat']
triumviraat,['driemanschap']
inkoop,"['aankoop', 'koop']"
luw,['windstil']
stekel,"['doorn', 'prikkel']"
verzinsel,['hersenspinsel']
ontlasting,"['excrementen', 'poep', 'uitwerpsel']"
cyanogeen,['dicyaan']
waterstofcyanide,['blauwzuur']
klimop,"['boomveil', 'eiloof', 'wedewinde']"
daglicht,['zonlicht']
lijkenhuis,['mortuarium']
Kirgizië,['Kirgistan']
stoottand,['slagtand']
zuringzuur,['oxaalzuur']
zuringzout,['kaliumoxalaat']
veldzuring,['zurkel']
zurkel,['veldzuring']
opeisen,['opvorderen']
Verenigde Arabische Emiraten,['VAE']
brauwen,['breeuwen']
frons,"['geel', 'steen', 'trichomoniasis']"
tersel,['tarsel']
trichomoniasis,"['geel', 'steen']"
tractor,['trekker']
Franeker,['Franekers']
vermoeden,['veronderstellen']
woordeboek,['woordenboek']
belt,['afvalstortplaats']
toewijzen,['alloceren']
silex,"['flint', 'keisteen', 'vuursteen']"
extase,"['trance', 'verrukking', 'vervoering', 'exaltatie']"
doorgaans,"['gewoonlijk', 'meestal']"
zwichten,['capituleren']
zwezerik,['thymus']
diploma,['bifolium']
qat,['mira']
cirrus,['vederwolk']
cirrocumulus,['schapenwolk']
cumulus,['stapelwolk']
zwavelzuur,['vitriool']
zwavelstokje,"['strijkstokje', 'vuurstokje']"
image,['imago']
werkwijze,['productiemethode']
zwartmaken,"['lasteren', 'denigreren']"
overweg,['spoorwegovergang']
zwangerschapsonderbreking,"['abortus', 'zwangerschapsafbreking']"
raad,['advies']
eventjes,"['snel', 'vlug', 'makkelijk']"
Here,['Heer']
chanteur,['afperser']
bieb,['bib']
zwanenhals,['sifon']
zwakte,"['krachteloosheid', 'zwakheid']"
pijnstiller,['analgeticum']
zwaarwegend,['belangrijk']
zwaartelijn,['mediaan']
zwaarte,['zwaarheid']
afrit,"['afslag', 'uitrit']"
zwemvereniging,['zwemclub']
zandman,['zandmannetje']
yang,['bahwa']
yankee,['ypsilon']
yup,['yuppie']
ypsilon,['yankee']
zaakwaarnemer,['zaakbezorger']
zaagmeel,"['zaagsel', 'zagemeel']"
zagemeel,['zaagmeel']
zaagdak,['sheddak']
zaadlijst,['zaaddrager']
zaadlob,['kiemlob']
zaadlozing,"['ejaculatie', 'zaaduitstorting']"
zaaigoed,['zaaizaad']
zaaizaad,['zaaigoed']
zaakbezorger,['zaakwaarnemer']
zaakkundig,['deskundig']
zaakregister,['zakenregister']
zandmannetje,['zandman']
salsa,['salsamuziek']
spermatozoïde,"['zaadcel', 'zaaddiertje']"
zavelgrond,['zavel']
zatladder,['dronkaard']
verplaatsen,['bewegen']
voltallig,"['compleet', 'plenair']"
vergen,['vereisen']
gevarieerd,"['gemengd', 'uiteenlopend', 'veelzijdig']"
dierenriem,['zodiak']
uitzonderlijk,['buitengewoon']
zaterdagochtend,['zaterdagmorgen']
verontschuldigend,['excuserend']
stekend,"['pijnlijk', 'grievend', 'vinnig', 'snerpend', 'bijtend']"
controlerend,"['toezichthoudend', 'sturend']"
rottend,"['bedervend', 'verrot']"
rollend,['verrijdbaar']
lachend,['vrolijk']
herstellend,"['beterend', 'convalescent', 'reconvalescent']"
voorspellend,"['profetisch', 'vooruitziend']"
stinkend,['onwelriekend']
vergaand,"['ingrijpend', 'intensief', 'verstrekkend']"
spaander,['spaan']
opschudding,"['deining', 'tumult']"
tandrad,"['kamrad', 'kamwiel', 'tandwiel']"
lafaard,['lafbek']
maîtresse,['minnares']
dakje,"['circonflexe', 'circumflex']"
zoölogie,['dierkunde']
vin,['vindrue']
vastgoedzeepbel,"['onroerendgoedzeepbel', 'vastgoedbel']"
Basjkiers,"['Basjkirisch', 'Bashkir']"
geboortenaam,['meisjesnaam']
klos,"['dupe', 'haasje', 'lul', 'piel', 'pineut', 'pisang', 'sigaar', 'sjaak', 'strandpaaltje']"
Beloetsji,"['Baluchi', 'Baloetsji']"
Papiaments,['Papiamento']
Bataks,['Batak']
scheukpaal,['schurkpaal']
schegge,['scheg']
Ilocano,"['Iloko', 'Iloco']"
Kabardisch,['Kabardijns']
Kikuyu,['Gikuyu']
Ezau,['Esau']
Maldivisch,['Dhivehi']
Tonga,['Tongaans']
nimmer,['nooit']
tweevoud,['dualis']
topic,['onderwerp']
casus,['naamval']
voorjaar,['lente']
kwab,['lob']
ani,['anussen']
adam,"['oervader', 'stamvader']"
collo,['colli']
import,['invoer']
Atlas,['Satin']
alto,['alternatieveling']
beslissend,"['beslissend', 'doorslaggevend']"
boeiend,['fascinerend']
valide,"['fit', 'gezond']"
jeton,"['fiche', 'speelmunt', 'token']"
convocaat,['convocatie']
rong,['rongstok']
lest,"['laatst', 'onlangs', 'zojuist']"
tijdperk,"['era', 'periode']"
besturingssysteem,['bedrijfssysteem']
gezegen,"['planet', 'seyyare']"
subsidiair,['subordinaat']
oliebol,['oliekoek']
lucifersdoosje,['luciferdoosje']
contingent,"['aandeel', 'quotum']"
binnenweg,['karrenspoor']
ovenbouwer,['kachelsmid']
kachelsmid,['ovenbouwer']
truc,"['foefje', 'handigheidje']"
psychologie,['zielkunde']
airconditioning,"['klimaatregeling', 'luchtbehandeling', 'luchtregeling']"
angstdroom,['nachtmerrie']
marktonderzoek,"['marktanalyse', 'marktstudie']"
flambouw,"['toorts', 'fakkel']"
mededogen,"['barmhartigheid', 'belangstelling', 'compassie', 'deernis', 'erbarmen', 'genade', 'medegevoel', 'medelijden', 'medeleven', 'ontferming']"
wel,['bron']
amfoor,['amfora']
derven,"['ontberen', 'missen']"
regelmatig,"['regulier', 'systematisch']"
bruto,['kotor']
wettelijk,"['legaal', 'wettig']"
wettigen,['legaliseren']
niesen,['niezen']
egoïstisch,"['egotistisch', 'zelfzuchtig']"
unster,"['veerunster', 'weeghaak']"
databank,"['database', 'gegevensbank', 'informatiebank']"
gegevensbank,"['database', 'databank', 'informatiebank']"
informatiebank,"['database', 'databank', 'gegevensbank']"
bonnet,['hood']
fineer,['opleghout']
opleghout,['fineer']
drankorgel,['zuiplap']
zatlap,['dronkaard']
verscheidenheid,['pluriformiteit']
droppen,['parachuteren']
druppelen,['druipen']
parachuteren,['droppen']
instap,['intreden']
diagonaal,['hoeklijn']
lazuur,['lazuursteen']
wapenschild,['blazoen']
blazoen,"['wapenschild', 'wapenbord']"
celkern,['nucleus']
zenit,['top']
nucleus,['celkern']
chloroplast,['bladgroenkorrel']
bladgroenkorrel,['chloroplast']
condoom,"['kapotje', 'overschoen', 'regenjas']"
chagrijnig,"['gemelijk', 'knorrig', 'nijdig', 'humeurig', 'vervelend', 'nukkig', 'brommerig', 'nurks', 'gallisch', 'ontstemd', 'stuurs', 'verstoord', 'kribbig', 'wrevelig']"
dissonant,['wanklank']
doodshoofd,"['schedel', 'hersenpan', 'doodskop']"
doorgaan,['volhouden']
bombardementsvliegtuig,['bommenwerper']
vriespunt,['stolpunt']
springend gen,['transposon']
ie,['hij']
morfologie,['vormleer']
syntaxis,['syntax']
nadoen,['imiteren']
imiteren,"['nadoen', 'nabootsen']"
crossen,['crosses']
verwarming,"['verwarmingsproces', 'opwarming']"
dis,['es']
dot,['pluk']
duf,['suf']
fut,['energie']
hozebek,['zeeduivel']
fun,"['lol', 'plezier', 'pret']"
capabel,"['kundig', 'vaardig', 'bekwaam', 'competent']"
och,['ach']
puntenslijper,"['potloodslijper', 'potloodpunter', 'potloodscherper']"
stemvork,['diapason']
vermaken,['amuseren']
deren,['schaden']
initiaalwoord,"['initiaalnaam', 'initialennaam']"
verkorting,['letterkorting']
loodlijn,['normaal']
radar,"['radarpost', 'radarstation']"
para,['beberapa']
vereren,"['aanbidden', 'adoreren', 'verafgoden']"
donkerreactie,['Calvincyclus']
Calvincyclus,['donkerreactie']
visualiseren,['verbeelden']
scabiës,['schurft']
vredig,"['rustig', 'kalm', 'stil']"
zaklantaarn,"['zaklantaren', 'zaklamp']"
spraakleer,"['grammatica', 'spraakkunst']"
must,['vereiste']
abondantie,['abundantie']
oorontsteking,['otitis']
absenteïsme,['afwezigheid']
abside,"['apsis', 'absis']"
absis,['apsis']
cyanobacteriën,"['blauwalgen', 'blauwwieren']"
blauwalgen,['blauwwieren']
blauwwieren,['blauwalgen']
Abraham,"['vijftiger', 'vijftigjarige']"
puntkomma,['kommapunt']
slijpen,"['schuifelen', 'slowen']"
zelfbestuiving,"['autogamie', 'zelfbevruchting']"
absurditeit,['ongerijmdheid']
abusievelijk,"['onjuist', 'verkeerd']"
acajou,['cashew']
acanthus,"['akant', 'berenklauw']"
kwetsbaar,"['breekbaar', 'broos', 'hulpbehoevend', 'week']"
acceleratie,['versnelling']
CEO,['bestuursvoorzitter']
proefdier,['laboratoriumdier']
plaaggeest,"['kwelduivel', 'pestkop']"
accent circonflexe,"['circonflexe', 'circumflex', 'dakje']"
laboratoriumdier,['proefdier']
accentuatie,['accentuering']
peesontsteking,['tendinitis']
ruïneren,['vernielen']
hemorroïden,"['aambeien', 'aarstulpen']"
aarstulpen,['aambeien']
ophouden,['stoppen']
colonne,"['rij', 'optocht', 'stoet']"
bard,"['fili', 'jongleur', 'minstreel', 'rapsode', 'skald', 'speelman', 'troubadour']"
leenstelsel,['leenwezen']
muntkunde,['numismatiek']
tentoonstelling,['expositie']
opgewekt,['opgetogen']
ondersteboven,['omver']
frites,['friet']
zitje,['kinderstoel']
canard,['kwakkel']
laxatief,"['laxans', 'laxativum', 'laxeermiddel']"
niacine,['nicotinezuur']
nicotinezuur,['niacine']
gezuiverd,['geraffineerd']
geschranst,['geschransd']
opgeklopt,"['opgeblazen', 'overdreven', 'gehyperboliseerd']"
overval,['omval']
getraind,"['geoefend', 'bekwaam', 'bedreven']"
uitstaan,['verdragen']
uitvoerig,"['breedvoerig', 'wijdlopig', 'omstandig']"
zwangerschapsafbreking,"['abortus', 'zwangerschapsonderbreking', 'vruchtafdrijving']"
berceuse,"['schommelstoel', 'wipstoel']"
ribbe,['rib']
lus,"['Anoplura', 'Siphunculata']"
miltvuur,['antrax']
oppakken,"['oprapen', 'opnemen', 'optillen']"
relatie,"['verband', 'betrekking']"
razend,['rabiaat']
rechtbank,"['balie', 'gerecht', 'tribunaal']"
klimatologie,['klimaatonderzoek']
rationeel,['rationaal']
's daags,['overdag']
voren,['voorn']
voorn,['voren']
talon,['hielojief']
rectum,['endeldarm']
2-propeenzuur,['acrylzuur']
ethanol,"['alcohol', 'ethylalcohol']"
mamma,"['mama', 'mammie']"
pappa,"['pa', 'papa', 'pappie', 'paps', 'vader']"
ectoplasma,['teleplasma']
uitlopen,"['botten', 'knoppen', 'uitbotten', 'uitkomen']"
betweter,['wijsneus']
gespuis,"['tuig', 'geteisem']"
groots,['grandioos']
uitgangspunt,"['aangrijpingspunt', 'aanname', 'basispunt', 'premisse', 'vertrekpunt', 'vooronderstelling']"
rangschikken,['ordenen']
steek,"['prik', 'strik']"
inauguratie,['inhuldiging']
toxicum,"['gif', 'gifstof', 'gift', 'vergif']"
verweren,['opkomen']
alla,"['komaan', 'vooruit']"
bucolisch,['herderlijk']
negge,['neg']
neppe,"['kattenkruid', 'mastikkruid', 'nip']"
merk,"['herkenningsteken', 'identificatie', 'merkteken']"
ATB,['mountainbike']
zeve,['zeuve']
steppen,['autopetten']
heim,['heem']
spoed,['spoedafdeling']
versnelling,['acceleratie']
PET,"['polyetheentereftalaat', 'polyethyleentereftalaat']"
ho,['hoe']
anatomist,['anatoom']
brouwerij,['bierbrouwerij']
kindskind,['kleinkind']
schub,['schubbe']
lekstok,['lolly']
vegan,['veganist']
fruitsap,['vruchtensap']
likstok,"['lolly', 'lekstok']"
inlijving,['annexatie']
inlijven,['annexeren']
vraagden,['vroegen']
leve,['ligero']
verlamming,['paralyse']
herrijzen,"['herleven', 'opleven', 'wederopstaan']"
uitzetten,"['afschakelen', 'uitschakelen']"
vaar,['vader']
stond,['stonde']
doe,['den']
waaide,['woei']
woei,['waaide']
geluiddicht,['geluidsdicht']
verdict,"['beslising', 'oordeel', 'uitspraak', 'vonnis']"
reef,['rif']
wage,['ker']
windstreek,['kompasstreek']
tenminste,['althans']
iaën,['balken']
blaak,['bleek']
opstand,['rebellie']
diwaterstofoxide,['water']
diwaterstofmonoxide,['water']
voorkant,['voorzijde']
copyright,['kopijrecht']
tegelthee,['steenthee']
vloertegel,['plavuis']
tegeling,['betegeling']
mineralogie,['delfstofkunde']
tijdstip,['moment']
mayonaise,['mayo']
verscheiden,['verschillend']
toepassing,['applicatie']
doorzien,['doornemen']
ironisch,['spottend']
netelroos,['urticaria']
twatwa,['dikbekzaadkraker']
dikbekzaadkraker,['twatwa']
trottoir,['stoep']
trouwens,"['overigens', 'verder', 'voorts', 'bovendien', 'daarnaast', 'inderdaad']"
getikt,"['dwaas', 'geschift', 'gestoord', 'idioot']"
captain,['aanvoerder']
pis,['pies']
shotgun,"['hagelgeweer', 'jachtgeweer']"
punch,['stoot']
lexicograaf,['woordenaar']
ontmaskeren,['demaskeren']
click,['klik']
neerslagmeter,"['pluviometer', 'regenmeter']"
sneeuwmeter,['nivometer']
nivometer,['sneeuwmeter']
bizarre,"['strange', 'odd', 'weird']"
eender,['dergelijkend']
eindigen,"['termineren', 'stoppen']"
exporteren,['uitvoeren']
et cetera,"['enzovoort', 'enzovoorts']"
Ra,['Re']
groet,['begroeting']
lamprei,"['prik', 'negenoog']"
rammelaar,"['mannetjeshaas', 'mannetjeskonijn']"
krokodilwachter,"['Egyptische', 'plevier']"
snoer,"['koord', 'koorde', 'lijn', 'touw']"
avegaar,['slangenboor']
diens,"['zijn', 'haar']"
tiens,['tijns']
tes,['uji']
scalair,['scalar']
mangelen,"['mangels', 'mandlen']"
leed,['lijden']
advocaten,['advocates']
kaken,['wammen']
dinosauriër,"['dino', 'dinosaurus']"
longblaasje,['alveole']
dinoflagellaten,['dinoflagellata']
dinoflagellata,['dinoflagellaten']
warnet,"['warnest', 'verwarring', 'wirwar']"
islamiet,"['mohammedaan', 'moslim']"
choanoflagellaten,['choanoflagellata']
choanoflagellata,['choanoflagellaten']
ergernis,"['irritatie', 'boosheid', 'wrevel', 'ongenoegen', 'aanstoot', 'ontstemdheid', 'geterdheid']"
Francoprovençaals,['Arpitaans']
ingewikkeld,"['complex', 'gecompliceerd']"
moor,"['neger', 'zwarte']"
Saterfries,['Saterlands']
nonkel,['oom']
zwagerin,['zwageres']
onkel,['oom']
vogelgezang,['vogelzang']
slik,['slijk']
heksenjacht,['heksenvervolging']
ribben,['rubben']
ribbetje,['ribje']
ribje,['ribbetje']
ribjes,['ribbetjes']
ribbetjes,['ribjes']
eerdaags,['eerstdaags']
eerstdaags,['eerdaags']
peur,['poer']
zwageres,['zwagerin']
pk,['paerskrach']
kalle,['kala']
horizon,"['horizont', 'kim', 'kimme', 'einder', 'gezichtseinder']"
borium,['boor']
jaag,['ja']
keukenwekker,['kookwekker']
kookwekker,['keukenwekker']
afdroogdoek,"['theedoek', 'droogdoek', 'schoteldoek']"
droogdoek,"['afdroogdoek', 'theedoek', 'schoteldoek']"
perfectioneren,['verbeteren']
schootcomputer,"['laptop', 'notebook']"
gup,['guppy']
traptree,['traptrede']
traptrede,['traptree']
talg,"['huidvet', 'sebum']"
col,"['berza', 'repollo']"
lameren,['kletsen']
lameer,['lameerkont']
pauze,['onderbreking']
opeten,"['verorberen', 'wegwerken']"
gsm-toestel,"['gsm', 'mobieltje', 'cellulair']"
poolshoogte,['breedtegraad']
penningmeester,"['quaestor', 'thesaurier', 'fiscus', 'kassier']"
poepen,"['schijten', 'kakken', 'drukken']"
monitor,['beeldscherm']
goedgeluimd,"['goedgehumeurd', 'goedgemutst', 'goedgezind', 'opgewekt', 'opgeruimd', 'vrolijk']"
panty,"['kousenbroek', 'broekkousen']"
inderdaad,['idd']
galvaniseren,['verzinken']
wuft,['dartel']
pardon,"['watblief', 'wablief']"
participeren,"['deelnemen', 'meedoen']"
meedoen,"['participeren', 'deelnemen']"
lijf,['lichaam']
degelijk,"['robuust', 'diepgaand']"
doorstrepen,['doorhalen']
doorslaan,['doorschieten']
regicide,['vorstenmoord']
eigenaardig,"['bijzonder', 'opmerkelijk']"
koningsmoord,['regicide']
reformator,['reformateur']
Hoogsilezisch,['Silezisch']
afmelden,['uitloggen']
essentie,['kern']
architectuur,['bouwstijl']
brillenkoker,['brillendoos']
wasbak,['wastafel']
dodenmis,['requiem']
solo,['solitario']
exploiteren,"['uitbaten', 'profiteren', 'beheren']"
expositie,"['tentoonstelling', 'exhibitie', 'expo']"
folteren,['martelen']
bladerdeeg,"['bladdeeg', 'korstdeeg']"
holbewoner,['troglodiet']
dysfasie,"['taalontwikkelingsstoornis', 'SLI']"
taalontwikkelingsstoornis,"['dysfasie', 'SLI']"
klavichord,['klavechord']
menselijk,['humaan']
tweede naamval,['genitief']
derde naamval,['datief']
kunstschilder,['schilder']
fanatiek,"['dweepziek', 'rabiaat']"
boeten,['boetes']
deodorant,['ontgeurder']
klanknabootsing,['onomatopee']
spiritus,['brandspiritus']
gaarde,['gaard']
gaard,['gaarde']
symposium,['colloquium']
resource,"['hulpbron', 'productiemiddel']"
flexibel,['buigzaam']
pikken,"['stelen', 'jatten', 'klauwen', 'gappen']"
dulden,"['pikken', 'gedogen', 'velen', 'tolereren']"
floppy,['diskette']
uitheems,['exotisch']
speler,"['acteur', 'komediant']"
badge,['insigne']
Brits,['Brythonisch']
figuurlijk,['metaforisch']
fundament,"['fundatie', 'fundering', 'grondslag']"
farce,"['klucht', 'schertsvertoning']"
leis,['leidsel']
immense,"['enormous', 'gigantic', 'huge']"
biocide,['pesticide']
rage,"['hype', 'bevlieging', 'manie', 'modegril']"
slip,['onderbroek']
spottend,"['oneerbiedig', 'grappig', 'meesmuilend', 'ironisch', 'ondeugend', 'hooghartig', 'schamper', 'sarcastisch', 'cynisch']"
optuigen,"['aankleden', 'aanvullen', 'afwerken', 'decoreren', 'gereedmaken', 'monteren', 'opsieren', 'toevoegen', 'tooien', 'voltooien']"
rebel,['opstandeling']
bloempje,['bloemetje']
bloemetje,['bloempje']
bloemetjes,['bloempjes']
bloempjes,['bloemetjes']
grasveld,"['gazon', 'grasmat', 'grasperk', 'weide']"
sluipend,"['geleidelijk', 'gradueel', 'geleidelijk']"
kloven,['kliefden']
rieken,"['stinken', 'meuren', 'geuren']"
loden,"['peilen', 'gronden']"
milieukunde,['ecologie']
zonnen,['zonnebaden']
geestelijk,"['mentaal', 'spiritueel']"
gehandicapt,['invalide']
goeddunken,"['welgevallen', 'welbehagen', 'goedvinden']"
marihuana,['wiet']
hors,['horsmakreel']
voorvader,"['oervader', 'stamvader', 'voorouder', 'voorzaat']"
poolster,['Polaris']
atoomsplitsing,"['kernsplitsing', 'kernsplijting', 'atoomsplijting']"
zijp,['zijpe']
pollevij,['pollevie']
zadelpaard,['rijpaard']
aristocratie,['adel']
geheimzinnig,"['raadselachtig', 'mysterieus']"
klappen,['applaudisseren']
overtreffen,['overtroeven']
overschrijden,['overtreffen']
computerprogramma,['programma']
perforator,['perforateur']
hoefbevangenheid,['laminitus']
breekijzer,['koevoet']
overdreven,"['buitensporig', 'extreem', 'hevig', 'overdadig', 'opgeklopt', 'pompeus']"
uitnodiging,['invitatie']
quote,"['aanhaling', 'citaat']"
diftong,['tweeklank']
tweeklank,['diftong']
triftong,['drieklank']
drieklank,['triftong']
cello,['violoncello']
tweemaal,['tweewerf']
tienmaal,['tienwerf']
vijfmaal,['vijfwerf']
driewerf,['driemaal']
fricatief,"['wrijfklank', 'sisklank']"
sisklank,"['wrijfklank', 'fricatief']"
wrijfklank,"['sisklank', 'fricatief']"
plosief,"['occlusief', 'plofklank']"
occlusief,"['plosief', 'plofklank']"
plofklank,"['plosief', 'occlusief']"
neusklank,['nasaal']
gister,['gisteren']
eergister,['eergisteren']
Iloko,"['Ilocano', 'Iloco']"
zesmaal,['zeswerf']
verminken,['mutileren']
wilden,['wouden']
wilde,['wou']
bergrug,['bergwand']
diepten,['dieptes']
zoo,"['dierentuin', 'diergaarde']"
krommen,['welven']
roep,['schreeuw']
buitenzijde,['buitenzij']
vruchtensap,['fruitsap']
spelling,"['orthografie', 'schrijfwijze']"
spellingwijziging,['spellingswijziging']
spellingswijziging,['spellingwijziging']
rolprent,"['film', 'fliek']"
doolhof,['labyrint']
hindernis,['obstakel']
doorzenden,['doorsturen']
halte,['bushalte']
draagbaar,['brancard']
cumul,"['cumulatie', 'opeenstapeling']"
prullig,['kitscherig']
Palmzondag,['Palmpasen']
echtgenoten,['echtgenotes']
Amsterdams,['Amsterdammer']
gasten,['gastes']
afwachtend,"['expectatief', 'aankijkend', 'temporiserend', 'treuzelend']"
scheetje,['poepie']
innocent,['onnozel']
rollen,['wentelen']
zeebaken,['zeebaak']
kluis,['brandkast']
bezighoud,['bezighou']
bezighou,['bezighoud']
inspecteren,"['controleren', 'nakijken', 'nazien', 'reviseren']"
berge,['redde']
formuleren,['verwoorden']
spoel,['klos']
kluwen,['knot']
Alkmaars,['Alkmaarder']
doeloorzaak,['oorzaak']
alvleesklier,['pancreas']
parabool,['brandsnede']
stofoorzaak,['oorzaak']
ontzien,"['matsen', 'sparen']"
lithologie,['gesteentekunde']
wikitaal,['wikijargon']
zandraap,"['goudbol', 'boterknol']"
ruggengraten,['wervelkolommen']
verslaving,['addictie']
spotten,['verspotten']
gilden,['gildes']
aktetas,['diplomatenkoffer']
mene,"['tenke', 'synes']"
seks,"['geslachtsgemeenschap', 'geslachtsdaad', 'paring']"
mosselen,['mossels']
mossels,['mosselen']
ariteit,['plaatsigheid']
verken,['korkje']
gekend,"['bekend', 'geweten']"
toonladder,"['toonaard', 'toonschaal', 'toongeslacht', 'toonsoort']"
opkomen,"['bijstaan', 'helpen', 'optreden', 'verdedigen', 'verweren', 'verzetten']"
epifyse,['pijnappelklier']
pijnappelklier,['epifyse']
antilopen,['antilopes']
antilopes,['antilopen']
marteling,['foltering']
oppassend,['deugdzaam']
idd,['inderdaad']
byte,['oktet']
letterteken,['schriftteken']
detectiveverhaal,['detectivegeschiedenis']
Samisch,['Sami']
blink,['midtpunkt']
eierstok,['ovarium']
ovarium,['eierstok']
blinker,['snoeklepeltje']
gries,['grau']
zekering,"['stop', 'smeltveiligheid']"
linde,['lindeboom']
lege,['legi']
tegemoet,['tegen']
sinaasappelen,['sinaasappels']
sinaasappels,['sinaasappelen']
bretels,['bretellen']
zwavelkoolstof,['koolstofdisulfide']
zagerij,['houtzagerij']
Bergens,"['Berger', 'Bergs']"
eindexamens,['eindexamina']
examens,['examina']
ballonnen,['ballons']
barricades,['barricaden']
brandweermannen,['brandweerlieden']
adelaars,['arenden']
agenten,['agentes']
amandelen,['amandels']
ambtenaren,['ambtenaars']
arenden,['adelaars']
artiesten,['artiestes']
astrologen,['astrologes']
gedaantes,['gedaanten']
zwoeger,"['ploeteraar', 'sappelaar', 'werkezel', 'werkpaard']"
Kristian,['Nasrani']
allee,"['alla', 'allei', 'komaan']"
quatsch,['nonsens']
nagelheetmaker,"['nagelpieper', 'nageljongen']"
blauwig,['blauwachtig']
kleuren,['verkleuren']
zeebioloog,['marinebioloog']
ge-e-maild,"['gemaild', 'mailen']"
zogen,['borstvoeden']
kaakklem,['tetanus']
zwing,"['vleugel', 'vlerk']"
scheenbenen,['scheenbeenderen']
borsten,['berstten']
polsen,['peilen']
tabernakelen,['tabernakels']
tabernakels,['tabernakelen']
frases,['frasen']
politieagenten,['politieagentes']
bunzingen,['bunzings']
rammen,['ramma']
zwikhout,['wrijfhout']
breie,"['stritsje', 'snaodeme', 'snaome']"
historie,['geschiedenisse']
woordherkomst,['etymologie']
tag,"['label', 'etiket']"
clandestien,"['illegaal', 'onwettig', 'verboden', 'ondergronds']"
ontspannen,['relaxen']
sequoia,['kustmammoetboom']
lokaas,['lokmiddel']
expert,"['bevoegde', 'deskundige', 'specialist', 'vakman', 'uitblinker', 'meester', 'virtuoos', 'crack', 'kanjer', 'topper', 'kei']"
kim,"['kimme', 'horizon', 'horizont', 'einder', 'gezichtseinder']"
wurgend,"['verstikkend', 'beangstigend']"
tekenfilm,['cartoon']
Jan,"['Johannes', 'Johannus', 'Juliett']"
jaknikker,['jabroer']
Willem,['whiskey']
singlet,['borstrok']
netvlies,['retina']
dag-en-nachtevening,"['equinox', 'nachtevening']"
scherf,['diggel']
scherven,['diggelen']
straal,['radius']
stralend,"['schitterend', 'glanzend']"
certificaat,['attest']
staatkunde,['politicologie']
politicologie,['staatkunde']
dierentuin,"['diergaarde', 'zoo']"
parahoe,['prauw']
kapseizen,"['kenteren', 'omslaan', 'kantelen']"
prauw,['parahoe']
klapper,"['copra', 'kalapa', 'kokos', 'kokosnoot', 'kokospalm', 'kopra']"
vuurvlieg,"['glimworm', 'gloeiworm']"
kilde,['ile']
skald,"['bard', 'fili', 'jongleur', 'minstreel', 'rapsode', 'speelman', 'troubadour']"
proosten,['klinken']
proost,['gezondheid']
anak kolong,['palenkind']
beduiden,['betekenen']
schrootpremie,"['slooppremie', 'sloopregeling']"
camion,"['vrachtwagen', 'vrachtauto', 'truck']"
hoosbui,['stortbui']
bijdrages,['bijdragen']
zebrapad,['oversteekplaats']
ebbenhout,['ebben']
ebben,['ebbenhout']
zwemwaters,['zwemwateren']
zwemwateren,['zwemwaters']
onderbreken,['schorsen']
geschransd,['geschranst']
albedil,['bedilal']
gemiddeld,['doorsnee']
breinaald,['breipen']
methodologie,"['methodeleer', 'methodiek']"
generator,"['bron', 'verwekker']"
generatoren,['generators']
generators,['generatoren']
methodeleer,"['heuristiek', 'methodologie']"
methodiek,"['methodologie', 'ontwerpmethodologie', 'ontwikkelingsmethodologie']"
slijmvlies,['mucosa']
tolken,['vertolken']
kampioenen,['kampioenes']
aders,['aderen']
seinen,"['beduiden', 'waarschuwen']"
gezinnen,['begeren']
belopen,['bedragen']
kenobject,"['object', 'kennisobject']"
kennisobject,"['object', 'kenobject']"
fabels,['fabelen']
kapiteinen,['kapiteins']
handelaars,['handelaren']
benadering,"['raming', 'schatting']"
papieren,['behangen']
postbodes,['postboden']
pijpen,['fellatio']
bedrijfskunde,"['bedrijfsleer', 'bedrijfswetenschappen', 'organisatiekunde', 'organisatieleer', 'managementwetenschappen']"
organisatiekunde,"['bedrijfskunde', 'bedrijfsleer', 'organisatieleer']"
systeemkunde,['systeemleer']
